Network,FamilyName,Alias,FamilyRoleOrder,Instance,LinkNo,LinkNetwork,LinkAlias,LinkDesc
Imperium,Nick,Johnny L,6,7,9,Affluence,Kai J,"Johnny and Kai click through routine—small check-ins, small favors, no speeches."
Imperium,Nick,Johnny L,6,7,10,Transcendence,Severin S,Johnny likes how Severin stays steady. It makes the time together feel simpler.
Imperium,Nick,Ryan L,6,8,1,Imperium,Logan X,Logan treats Ryan like controlled chaos on payroll. Ryan pretends it’s friendship and hopes he’s right.
Imperium,Nick,Ryan L,6,8,2,Imperium,Josh R,Josh is Ryan’s favorite target because Josh always reacts. Ryan ‘repays’ him by making sure the house laughs when it’s tense.
Imperium,Nick,Ryan L,6,8,3,Imperium,Kyle M,"Kyle laughs at exactly one prank, then checks exits. Ryan likes Kyle because Kyle feels safe without being soft."
Imperium,Nick,Ryan L,6,8,4,Imperium,Luke C,Luke is Ryan’s natural enemy—rules versus impulse. Ryan pushes him until Luke notices the real trouble Ryan spotted first.
Imperium,Nick,Ryan L,6,8,5,Imperium,Zack D,Zack threatens Ryan often and saves Ryan sometimes. Ryan can’t tell which one proves the bond.
Imperium,Nick,Ryan L,6,8,6,Imperium,Chase A,Chase never gives Ryan the satisfaction of a reaction. Ryan takes that as a challenge and a hobby.
Imperium,Nick,Ryan L,6,8,7,Imperium,Johnny L,Johnny gives Ryan a stage; Ryan gives Johnny timing. It’s chaos with choreography.
Imperium,Nick,Ryan L,6,8,8,Transcendence,Thomas B,"Thomas clocks Ryan as ‘useful noise’ and refuses to call it anything else. Ryan calls him “Charlie” when adrenaline hits, then acts like it never happened."
Imperium,Nick,Ryan L,6,8,9,Affluence,Apollo B,Ryan trusts Apollo’s read of a room. Even disagreements stay clean.
Imperium,Nick,Ryan L,6,8,10,Prominence,Dan D,Dan brings energy; Ryan brings calm. It’s a balance that just works.
Affluence,Rick,Peter K,7,1,1,Affluence,Criss S,"Unity’s principal and Peter’s cleanest doorway into campus power. Criss treats him like a professional convenience—useful, discreet, and never allowed too close."
Affluence,Rick,Peter K,7,1,2,Affluence,Filthy R,The treasurer who talks in numbers and consequences. Peter reads Filthy as the one who can approve a miracle or manufacture a delay.
Affluence,Rick,Peter K,7,1,3,Affluence,Kai J,A donor-lane student with real leverage. Peter respects Kai’s access and is careful not to be seen “using” him.
Affluence,Rick,Peter K,7,1,4,Affluence,Eddie D,"A rising campus figure who keeps his distance. Peter offers introductions, Eddie rarely accepts."
Affluence,Rick,Peter K,7,1,5,Affluence,Jodie J,"Peter supplies “the right room, the right people” for exhibits; Jodie returns favors with social cover and curated visibility."
Affluence,Rick,Peter K,7,1,6,Affluence,Apollo B,Their worlds overlap at donor nights and greenhouse showcases—Apollo’s sincerity makes Peter a little softer than he admits.
Affluence,Rick,Peter K,7,1,7,Affluence,Matty I,Matty tries to out-talk him; Peter lets Matty win in public and redirects the room anyway.
Affluence,Rick,Peter K,7,1,8,Transcendence,Rian R,A board presence who notices patterns. Peter keeps his stories short around Rian.
Affluence,Rick,Peter K,7,1,9,Transcendence,Severin S,Peter likes how Severin stays steady. It makes the time together feel simpler.
Affluence,Rick,Peter K,7,1,10,Transcendence,Bram W,Bram brings energy; Peter brings calm. It’s a balance that just works.
Affluence,Rick,Eddie D,7,2,1,Affluence,Kai J,One of the few who can approach without feeling like a spectator. Kai doesn’t push—he just stays present.
Affluence,Rick,Eddie D,7,2,2,Affluence,Jodie J,Quiet camaraderie: Jodie never asks Eddie to explain his mood; Eddie never jokes about Jodie’s visual limits.
Affluence,Rick,Eddie D,7,2,3,Affluence,Matty I,Mutual friction that occasionally becomes respect. Matty likes Eddie’s standards; Eddie dislikes Matty’s tone.
Affluence,Rick,Eddie D,7,2,4,Affluence,Apollo B,Apollo’s greenhouse calm is a rare place Eddie can breathe. Eddie returns the favor by keeping Apollo’s name clean in rumors.
Affluence,Rick,Eddie D,7,2,5,Affluence,Peter K,A connector Eddie doesn’t fully trust. Eddie accepts help only when it clearly protects someone else.
Affluence,Rick,Eddie D,7,2,6,Affluence,Criss S,Eddie reads the principal as polished danger. Criss treats Eddie as a “valuable student” and keeps the leash invisible.
Affluence,Rick,Eddie D,7,2,7,Affluence,Filthy R,Filthy’s scholarships and budgets touch Eddie’s world. Eddie senses the strings even when he can’t prove them.
Affluence,Rick,Eddie D,7,2,8,Transcendence,Rian R,"A distant authority Eddie hears about, not a person he knows—yet."
Affluence,Rick,Eddie D,7,2,9,Cunning,Milan P,"Eddie and Milan click through routine—small check-ins, small favors, no speeches."
Affluence,Rick,Eddie D,7,2,10,Transcendence,Bram W,"Eddie and Bram keep it light: quick banter, mutual respect, and no pressure to perform."
Affluence,Rick,Criss S,7,3,1,Affluence,Filthy R,The other half of the control room. Their partnership is policy on the surface and pressure underneath.
Affluence,Rick,Criss S,7,3,2,Transcendence,Rian R,A board ally with a long memory. Rian is one of the few Criss cannot out-procedure.
Affluence,Rick,Criss S,7,3,3,Affluence,Peter K,A convenient operator in Lexena—access without loud fingerprints. Criss uses Peter to keep problems “off campus.”
Affluence,Rick,Criss S,7,3,4,Affluence,Kai J,"A donor-lane student with inconvenient instincts. Criss keeps Kai close enough to monitor, far enough to dismiss."
Affluence,Rick,Criss S,7,3,5,Affluence,Eddie D,A student whose grief makes him unpredictable. Criss offers “support” that doubles as containment.
Affluence,Rick,Criss S,7,3,6,Affluence,Jodie J,A curator Criss can showcase for prestige. Jodie gets resources; Criss gets optics.
Affluence,Rick,Criss S,7,3,7,Affluence,Matty I,A mind Criss respects and quietly steers. Matty likes the attention and doesn’t notice the steering—yet.
Affluence,Rick,Criss S,7,3,8,Affluence,Apollo B,Useful for donor narrative: ‘excellence in cultivation.’ Criss praises him publicly and watches him privately.
Affluence,Rick,Criss S,7,3,9,Eloquence,Rodnar R,"Rodnar is the rare person who won’t be steered by tone. Criss respects it, even when it’s inconvenient."
Affluence,Rick,Criss S,7,3,10,Eloquence,John P,"Criss and John click through routine—small check-ins, small favors, no speeches."
Affluence,Rick,Filthy R,7,4,1,Affluence,Criss S,Co-author of Unity’s public story. Filthy lets Criss take the stage while he controls the numbers behind it.
Affluence,Rick,Filthy R,7,4,2,Transcendence,Rian R,A board presence Filthy cannot bluff. Filthy keeps records clean enough to survive Rian’s questions.
Affluence,Rick,Filthy R,7,4,3,Affluence,Peter K,A merchant-connector who can move favors without leaving receipts. Filthy likes him and distrusts him equally.
Affluence,Rick,Filthy R,7,4,4,Affluence,Kai J,"A donor-lane student who asks the wrong questions. Filthy answers with budgets, not truth."
Affluence,Rick,Filthy R,7,4,5,Affluence,Matty I,Matty’s ‘intellectual flex’ makes him easy to bait. Filthy occasionally feeds him problems just to watch how he solves them.
Affluence,Rick,Filthy R,7,4,6,Affluence,Jodie J,Jodie’s exhibits are a funding lever. Filthy sponsors what helps the college’s signal—and declines what doesn’t.
Affluence,Rick,Filthy R,7,4,7,Affluence,Eddie D,Filthy’s decisions affect Eddie’s lanes more than Eddie realizes. Filthy watches for the moment Eddie stops being polite.
Affluence,Rick,Filthy R,7,4,8,Affluence,Apollo B,"Apollo’s family money is a tool, and Apollo himself is the complication."
Affluence,Rick,Filthy R,7,4,9,Eloquence,Rodnar R,Filthy likes how Rodnar stays steady. It makes the time together feel simpler.
Affluence,Rick,Filthy R,7,4,10,Eloquence,John P,Filthy treats John like a fragile glass; John treats Filthy like a walking audit. Somehow it works.
Affluence,Rick,Kai J,7,5,1,Affluence,Peter K,The one who can open Lexena doors without making it look like a favor. Kai uses Peter’s routes sparingly.
Affluence,Rick,Kai J,7,5,2,Affluence,Eddie D,"Kai understands Eddie’s distance and treats it like a boundary, not a challenge."
Affluence,Rick,Kai J,7,5,3,Affluence,Matty I,Intellect vs spotlight: Matty tries to needle; Kai lets the barbs pass and remembers every one.
Affluence,Rick,Kai J,7,5,4,Affluence,Jodie J,Jodie sees what others miss (even with limitations). Kai trusts his judgment in rooms that feel ‘off.’
Affluence,Rick,Kai J,7,5,5,Affluence,Apollo B,Shared impatience with inherited expectations. Apollo’s honesty makes Kai feel less alone in the donor lane.
Affluence,Rick,Kai J,7,5,6,Affluence,Criss S,"Kai suspects the principal’s story has missing pages. He can’t prove it, and that’s the cage."
Affluence,Rick,Kai J,7,5,7,Affluence,Filthy R,Kai reads the treasurer as the real gate. Filthy reads Kai as a problem that still pays.
Affluence,Rick,Kai J,7,5,8,Transcendence,Rian R,A name Kai’s parents respect. Kai has seen him once or twice—enough to know he’s watching.
Affluence,Rick,Kai J,7,5,9,Imperium,Johnny L,"Kai and Johnny click through routine—small check-ins, small favors, no speeches."
Affluence,Rick,Kai J,7,5,10,Cunning,Danny S,Kai likes how Danny stays steady. It makes the time together feel simpler.
Affluence,Rick,Matty I,7,6,1,Affluence,Jodie J,Matty calls it ‘critique’; Jodie calls it ‘noise.’ Their clashes sharpen both of them.
Affluence,Rick,Matty I,7,6,2,Affluence,Eddie D,Matty respects Eddie’s standards and hates that Eddie doesn’t care about winning rooms.
Affluence,Rick,Matty I,7,6,3,Affluence,Apollo B,"A rivalry disguised as debate: science vs cultivation, certainty vs intuition."
Affluence,Rick,Matty I,7,6,4,Affluence,Kai J,Matty wants donor-lane legitimacy; Kai doesn’t grant it. That imbalance irritates Matty more than he admits.
Affluence,Rick,Matty I,7,6,5,Affluence,Peter K,Peter knows how to redirect Matty’s momentum. Matty notices and tries harder.
Affluence,Rick,Matty I,7,6,6,Affluence,Criss S,Matty enjoys being seen by the principal. He hasn’t decided whether that’s an honor or a trap.
Affluence,Rick,Matty I,7,6,7,Affluence,Filthy R,"Matty thinks he can out-number the treasurer. Filthy knows Matty is counting for approval, not truth."
Affluence,Rick,Matty I,7,6,8,Transcendence,Rian R,Rian’s presence makes Matty suddenly careful—an instinct he doesn’t like about himself.
Affluence,Rick,Matty I,7,6,9,Imperium,Chase A,"Matty and Chase keep it light: quick banter, mutual respect, and no pressure to perform."
Affluence,Rick,Matty I,7,6,10,Prominence,Codey S,"Matty and Codey click through routine—small check-ins, small favors, no speeches."
Affluence,Rick,Jodie J,7,7,1,Affluence,Eddie D,The easiest friend to be around: Eddie doesn’t ask for brightness Jodie can’t deliver.
Affluence,Rick,Jodie J,7,7,2,Affluence,Apollo B,Greenhouse visits turn into design talks. Apollo thinks in growth; Jodie thinks in composition.
Affluence,Rick,Jodie J,7,7,3,Affluence,Kai J,Kai trusts Jodie’s read on people. Jodie trusts Kai to listen without trying to fix him.
Affluence,Rick,Jodie J,7,7,4,Affluence,Matty I,Matty’s elitism hits Jodie’s nerves. Jodie’s calm refusal hits Matty’s ego.
Affluence,Rick,Jodie J,7,7,5,Affluence,Peter K,Peter offers visibility; Jodie accepts only when he controls the frame.
Affluence,Rick,Jodie J,7,7,6,Affluence,Criss S,Criss wants Jodie’s work as proof the college is ‘fine.’ Jodie takes the funding and keeps his real thoughts private.
Affluence,Rick,Jodie J,7,7,7,Affluence,Filthy R,Filthy’s sponsorship comes with strings. Jodie pretends not to see them and cuts them anyway.
Affluence,Rick,Jodie J,7,7,8,Transcendence,Rian R,"A distant board figure Jodie clocks by habit: expensive stillness, careful eyes."
Affluence,Rick,Jodie J,7,7,9,Glamour,Parker S,"Jodie and Parker keep it light: quick banter, mutual respect, and no pressure to perform."
Affluence,Rick,Jodie J,7,7,10,Cunning,Milan P,"Jodie and Milan keep it light: quick banter, mutual respect, and no pressure to perform."
Affluence,Rick,Apollo B,7,8,1,Affluence,Jodie J,Jodie talks about landscapes like they’re alive. Apollo appreciates that he listens before he labels.
Affluence,Rick,Apollo B,7,8,2,Affluence,Kai J,Kai’s donor lane feels like a cage Apollo recognizes. They don’t need to say it out loud.
Affluence,Rick,Apollo B,7,8,3,Affluence,Eddie D,Apollo offers quiet space. Eddie offers quiet loyalty.
Affluence,Rick,Apollo B,7,8,4,Affluence,Matty I,Apollo dislikes Matty’s performance. Matty dislikes Apollo’s confidence. Their rivalry can turn useful in a crisis.
Affluence,Rick,Apollo B,7,8,5,Affluence,Peter K,Peter is commerce with a smile. Apollo keeps him at arm’s length—and still uses his contacts when needed.
Affluence,Rick,Apollo B,7,8,6,Affluence,Criss S,Criss praises Apollo as ‘prestige.’ Apollo hears the hook under the compliment.
Affluence,Rick,Apollo B,7,8,7,Affluence,Filthy R,Filthy treats Apollo’s family money as a resource. Apollo treats Filthy as a storm warning.
Affluence,Rick,Apollo B,7,8,8,Transcendence,Rian R,Apollo knows of Rian more than he knows him—‘the board member who doesn’t flinch.’
Affluence,Rick,Apollo B,7,8,9,Imperium,Ryan L,Apollo trusts Ryan’s read of a room. Even disagreements stay clean.
Affluence,Rick,Apollo B,7,8,10,Opulence,Jay P,Jay brings energy; Apollo brings calm. It’s a balance that just works.
Trancendence,Protagonist,Rian R,8,1,1,Affluence,Criss S,Rian reads Criss as an administrator trying to outpace a sinking ship. He will help—if Criss stops hiding the leak.
Trancendence,Protagonist,Rian R,8,1,2,Affluence,Filthy R,"Filthy’s math is strong; Rian’s questions are stronger. Their conversations are cordial, never casual."
Trancendence,Protagonist,Rian R,8,1,3,Affluence,Kai J,Rian recognizes the donor-family thread and watches how Kai carries it. Kai is not a pawn—unless he chooses to be.
Trancendence,Protagonist,Rian R,8,1,4,Affluence,Peter K,A well-dressed transit line for favors. Rian keeps Peter’s name in his pocket and his trust on a short leash.
Trancendence,Protagonist,Rian R,8,1,5,Affluence,Apollo B,"Apollo’s family lane matters to the board, but Apollo’s choices matter more. Rian quietly prefers the son to the balance sheet."
Trancendence,Protagonist,Rian R,8,1,6,Affluence,Eddie D,A student name that surfaces in the wrong conversations. Rian files it away.
Trancendence,Protagonist,Rian R,8,1,7,Affluence,Jodie J,Rian notices the curator’s precision and restraint—useful traits in a place full of theater.
Trancendence,Protagonist,Rian R,8,1,8,Affluence,Matty I,Rian clocks the intellect-flex immediately and doesn’t punish it; he simply refuses to reward it.
Trancendence,Protagonist,Rian R,8,1,9,Transcendence,Bram W,"Bram is the rare politician who speaks in systems, not slogans; Rian backs him when the ‘right’ call still has a cost."
Trancendence,Protagonist,Rian R,8,1,10,Prominence,Codey S,Rian likes how Codey stays steady. It makes the time together feel simpler.
Trancendence,Protagonist,Hank F,8,2,1,Opulence,Jason S,Command Link. Jason is the one who calls; Hank answers.
Trancendence,Protagonist,Hank F,8,2,2,Opulence,Ridge C,Silent Understanding. Ridge watches his back when things turn loud.
Trancendence,Protagonist,Hank F,8,2,3,Opulence,Colton C,Paper Shield. Colton keeps Hank out of messes he never asked for.
Trancendence,Protagonist,Hank F,8,2,4,Opulence,Jay P,Frequent Caller. Jay treats him like a service—Hank refuses to be owned.
Trancendence,Protagonist,Hank F,8,2,5,Opulence,Tommy P,Walking Hazard. Hank has a sixth sense for Tommy’s next mistake.
Trancendence,Protagonist,Hank F,8,2,6,Opulence,Juan L,Quiet Anchor. Juan’s steadiness keeps Hank grounded on long nights.
Trancendence,Protagonist,Hank F,8,2,7,Opulence,Adam L,"Field Contact. Remote calls, rough roads, and a mutual respect."
Trancendence,Protagonist,Hank F,8,2,8,Opulence,Jmac,Rapid Transport. Jmac gets him there—Hank makes it count.
Trancendence,Protagonist,Hank F,8,2,9,Transcendence,Bram W,"Bram clears routes and buys time; Hank makes that time count—one patient, one decision, one clean save window."
Trancendence,Protagonist,Hank F,8,2,10,Imperium,Chase A,They share a dry humor that shows up in short lines and longer pauses.
Trancendence,Protagonist,Delman B,8,3,1,Cunning,Quinton J,The Supply Shortcut. Quinton knows where to get tape at 2 AM.
Trancendence,Protagonist,Delman B,8,3,2,Cunning,Milan P,The Power Flick. Milan’s kitchen needs juice; Delman knows the grid.
Trancendence,Protagonist,Delman B,8,3,3,Cunning,Max S,The Low-Key Cover. A haircut makes Delman look like he belongs.
Trancendence,Protagonist,Delman B,8,3,4,Cunning,Andrew B,The Paperwork Magnet. Andrew keeps trying to file Delman as “not a thing.”
Trancendence,Protagonist,Delman B,8,3,5,Cunning,Brock C,"The Harness Cop. Brock says nothing, just hands him a safety line."
Trancendence,Protagonist,Delman B,8,3,6,Cunning,Ramon N,The Dual-Tech. They trade tools like baseball cards.
Trancendence,Protagonist,Delman B,8,3,7,Cunning,Alex L,The Risk Rival. Alex calls the danger; Delman proves it’s survivable.
Trancendence,Protagonist,Delman B,8,3,8,Cunning,Danny S,The Noise Screen. Sax means nobody looks up.
Trancendence,Protagonist,Delman B,8,3,9,Transcendence,Bram W,"Bram is the only suit Delman doesn’t mind answering—because Bram asks for access, not applause."
Trancendence,Protagonist,Delman B,8,3,10,Glamour,Danny M,Danny brings energy; Delman brings calm. It’s a balance that just works.
Trancendence,Protagonist,Severin S,8,4,1,Glamour,Cyrus K,Backstage access. Cyrus arranges safe entrances and exits.
Trancendence,Protagonist,Severin S,8,4,2,Glamour,London F,"VIP shepherd. London keeps him moving, smiling, and unseen."
Trancendence,Protagonist,Severin S,8,4,3,Glamour,Ray R,"Ground contact. Ray gives him real intel, no cameras."
Trancendence,Protagonist,Severin S,8,4,4,Glamour,Danny M,Script doctor. Danny gives lines that sound honest.
Trancendence,Protagonist,Severin S,8,4,5,Glamour,Max C,Field cameo. Max uses Severin as moving cover.
Trancendence,Protagonist,Severin S,8,4,6,Glamour,GI J,Security shadow. GI stays close when the room turns.
Trancendence,Protagonist,Severin S,8,4,7,Glamour,Parker S,Feed control. Parker cleans digital trails behind him.
Trancendence,Protagonist,Severin S,8,4,8,Glamour,Thor J,Stunt reality. Thor reminds him explosions aren’t movie props.
Trancendence,Protagonist,Severin S,8,4,9,Transcendence,Bram W,Bram gives Severin a purpose that isn’t performative; Severin returns it by turning visibility into cooperation.
Trancendence,Protagonist,Severin S,8,4,10,Affluence,Peter K,Severin likes how Peter stays steady. It makes the time together feel simpler.
Trancendence,Protagonist,Bram W,8,5,1,Transcendence,Rian R,Rian thinks in doors and permissions; Bram trusts him with the city’s ‘keys’ when the crisis stops being theoretical.
Trancendence,Protagonist,Bram W,8,5,2,Transcendence,Hank F,Bram reads Hank as the steady hand that keeps casualties from becoming headlines; he gives Hank priority lanes when minutes matter.
Trancendence,Protagonist,Bram W,8,5,3,Transcendence,Delman B,"Delman owns the ‘skin’ of the city—poles, rooftops, panels; Bram leans on him when the fastest route is above street level."
Trancendence,Protagonist,Bram W,8,5,4,Transcendence,Severin S,"Severin can move crowds without starting panic; Bram uses him as a clean signal when the city needs one instruction, not ten opinions."
Trancendence,Protagonist,Bram W,8,5,5,Transcendence,Tate H,Tate keeps the team light without losing discipline; Bram values that—morale is logistics when fear spreads.
Trancendence,Protagonist,Bram W,8,5,6,Transcendence,Benedict C,Benedict stabilizes people after the first shock; Bram trusts him to turn chaos into shelter routines that actually hold.
Trancendence,Protagonist,Bram W,8,5,7,Transcendence,Thomas B,Thomas keeps truth intact when the city wants a convenient story; Bram protects his chain-of-custody instincts inside a broken system.
Trancendence,Protagonist,Bram W,8,5,8,Affluence,Peter K,Peter’s the kind of competent that doesn’t need a stage. Bram trusts him with logistics because Peter turns chaos into clean routes—and never makes it personal.
Trancendence,Protagonist,Bram W,8,5,9,Affluence,Eddie D,"Bram and Eddie keep it light: quick banter, mutual respect, and no pressure to perform."
Trancendence,Protagonist,Bram W,8,5,10,Glamour,Ray R,"Bram and Ray keep it light: quick banter, mutual respect, and no pressure to perform."
Trancendence,Protagonist,Tate H,8,6,1,Prominence,Richard G,Lead he backs. Asks the question that saves plans.
Trancendence,Protagonist,Tate H,8,6,2,Prominence,Oliver F,Spreadsheet captain. Tate supplies reality checks.
Trancendence,Protagonist,Tate H,8,6,3,Prominence,Ryan D,Systems whisperer. Tate flags failure points.
Trancendence,Protagonist,Tate H,8,6,4,Prominence,Sam S,Ground crew. PPE enforcer and steady hand.
Trancendence,Protagonist,Tate H,8,6,5,Prominence,Tommy W,Entry-exit partner. Tate plans routes; Tommy clears them.
Trancendence,Protagonist,Tate H,8,6,6,Prominence,Codey S,Hobby link. Trades model tips and laughs.
Trancendence,Protagonist,Tate H,8,6,7,Prominence,Dan D,Non-work anchor. LARP nights and kit builds.
Trancendence,Protagonist,Tate H,8,6,8,Prominence,Brick D,Quiet boundary. Earns respect without provoking.
Trancendence,Protagonist,Tate H,8,6,9,Transcendence,Bram W,"Bram treats Tate like a professional, not a mascot; Tate pays it back by showing up early and making hard rooms easier."
Trancendence,Protagonist,Tate H,8,6,10,Imperium,Logan X,Tate trusts Logan’s read of a room. Even disagreements stay clean.
Trancendence,Protagonist,Benedict C,8,7,1,Eloquence,Tony M,"Meals, logistics, and a steady place to regroup. Tony supports Ben’s work without turning it into a performance."
Trancendence,Protagonist,Benedict C,8,7,2,Eloquence,Justin S,Justin handles the plan; Ben handles the people. They work cleanly because they don’t compete for credit.
Trancendence,Protagonist,Benedict C,8,7,3,Eloquence,Rodnar R,"Rodnar respects Ben’s practicality. Ben respects Rodnar’s duty, even when it’s inconvenient."
Trancendence,Protagonist,Benedict C,8,7,4,Eloquence,John P,John keeps the records of what the community survived; Ben keeps the community from breaking in the first place.
Trancendence,Protagonist,Benedict C,8,7,5,Eloquence,Karter H,Ben sees Karter’s potential under the noise. Karter listens because Ben never tries to win an argument.
Trancendence,Protagonist,Benedict C,8,7,6,Eloquence,Peter G,Ben checks on Peter like it matters. That small care becomes a real anchor during stressful nights.
Trancendence,Protagonist,Benedict C,8,7,7,Eloquence,Joe B,Ben trusts Joe with small responsibilities; Joe rises to meet them without being asked twice.
Trancendence,Protagonist,Benedict C,8,7,8,Eloquence,Xano D,A shared ‘earned it’ worldview. Xano and Ben understand each other without translating.
Trancendence,Protagonist,Benedict C,8,7,9,Transcendence,Bram W,Bram respects Benedict’s quiet authority; Benedict respects Bram’s willingness to carry blame so others can keep working.
Trancendence,Protagonist,Benedict C,8,7,10,Opulence,Juan L,Benedict likes how Juan stays steady. It makes the time together feel simpler.
Trancendence,Protagonist,Thomas B,8,8,1,Imperium,Logan X,"Thomas recognizes Logan as part of the house’s shadow economy. He watches him closely, waiting to see which way Logan breaks under pressure."
Trancendence,Protagonist,Thomas B,8,8,2,Imperium,Josh R,"Josh is the kind of civilian Thomas tries to keep alive: talented, anxious, and in the wrong place at the wrong time. Thomas stays near him when danger starts circling."
Trancendence,Protagonist,Thomas B,8,8,3,Imperium,Kyle M,Kyle knows routes and rhythms most people ignore. Thomas trusts that kind of local sense when a situation stops being predictable.
Trancendence,Protagonist,Thomas B,8,8,4,Imperium,Luke C,Luke is orderly in a city that isn’t. Thomas respects that—and uses Luke’s documentation when the official story starts twisting.
Trancendence,Protagonist,Thomas B,8,8,5,Imperium,Zack D,Zack is the house’s muscle and its liability. Thomas keeps him in his peripheral vision the way you track a weapon you can’t confiscate.
Trancendence,Protagonist,Thomas B,8,8,6,Imperium,Chase A,"Chase is the lab brain Thomas would rather not need. When he does need him, Thomas keeps it professional and short."
Trancendence,Protagonist,Thomas B,8,8,7,Imperium,Johnny L,Johnny attracts attention like a magnet. Thomas uses that when it helps and shuts it down when it doesn’t.
Trancendence,Protagonist,Thomas B,8,8,8,Imperium,Ryan L,"Ryan’s chaos can ruin a scene or save it. Thomas treats him like a variable and keeps moving, even when the nickname ‘Charlie’ slips out."
Trancendence,Protagonist,Thomas B,8,8,9,Transcendence,Bram W,Bram doesn’t ask Thomas for a convenient version; he asks for the version that holds up after the city calms down.
Trancendence,Protagonist,Thomas B,8,8,10,Prominence,Sam S,"Thomas and Sam keep it light: quick banter, mutual respect, and no pressure to perform."
